,brewery,name,origin,volume_ml,price,bitterness,body,sweetness,recommendation,cat_1,cat_2,price/100_ml
1102,fryken äppelöl,västra ämterviks bryggeri,sverige,330.0,29.9,3.0,4.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,övrig syrlig öl,,9.06060606060606
1103,fjäderholmarnas,in i dimman,sverige,330.0,36.8,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.15151515151515
1104,no monkey business apa,,sverige,330.0,25.9,8.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,7.848484848484848
1105,andra sidan,,sverige,330.0,33.9,5.0,8.0,5.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,ale,skotsk ale,10.272727272727272
1106,remmarlöv,tire kicker ipa,sverige,330.0,26.5,8.0,7.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,8.030303030303031
1107,o/o 50/50 mosaic/nelson sauvin ipa,,sverige,440.0,44.9,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.204545454545453
1108,göteborgs summer pale ale,,sverige,330.0,19.7,7.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,5.969696969696969
1109,finn,rapsody hazy ipa,sverige,330.0,25.9,6.0,5.0,1.0,Passar till fiskPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,session ipa,7.848484848484848
1110,lilla edet bryggeri,fatheads,sverige,330.0,34.9,8.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,10.575757575757576
1111,coma,två feta grisar ab,sverige,330.0,34.5,8.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,10.454545454545453
1112,finn,wild side apa,sverige,330.0,27.9,7.0,7.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,amerikansk pale ale,8.454545454545453
1113,the vicious vultures,mexican lager,sverige,330.0,19.8,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,internationell stil,6.000000000000001
1114,slottskällan,british ale,sverige,500.0,26.5,5.0,5.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,engelsk pale ale och bitter,5.3
1115,gårdsöl,,sverige,330.0,32.3,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,extra special bitter,9.787878787878787
1116,naja hazy ipa,uppsala brygghus,sverige,330.0,29.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.06060606060606
1117,ett jädra surkart,,sverige,330.0,29.9,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,9.06060606060606
1118,halmstad brygghus,nelson sauvin pilsner,sverige,330.0,21.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,pilsner,6.636363636363636
1119,sigtuna new pils,,sverige,330.0,23.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till grönsakerPassar till sällskapsdryck,ljus lager,pilsner,7.242424242424242
1120,lilla edet bryggeri hope for the wild salmon,grästorps bryggeri,sverige,330.0,36.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,11.181818181818182
1121,tripel 2.0,,sverige,330.0,32.2,5.0,8.0,4.0,Passar till fågelPassar till fläskPassar till ostPassar till sällskapsdryck,ale,trippel,9.757575757575758
1122,ahlafors,tids nog,sverige,330.0,21.9,7.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,6.636363636363636
1123,duckpond hazy hustler,duckpond brewing,sverige,440.0,49.9,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,india pale ale,11.34090909090909
1124,rio special pale ale,oceanbryggeriet,sverige,330.0,24.8,6.0,7.0,2.0,Passar till fläskPassar till grönsakerPassar till lammPassar till sällskapsdryck,ale,extra special bitter,7.515151515151515
1125,the try out's,session ipa idaho 7/el dorado,sverige,500.0,44.9,6.0,5.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,session ipa,8.979999999999999
1126,revsunds,cheese goggles,sverige,330.0,32.4,6.0,6.0,3.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.818181818181818
1127,apex 8:44 ipa,apex brewing,sverige,440.0,49.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,new england ipa/hazy ipa,11.34090909090909
1128,horröds comet,lundabryggeriet,sverige,330.0,27.9,7.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.454545454545453
1129,daring dragonfly,the uncharted brewing company,sverige,330.0,20.1,5.0,4.0,1.0,Passar till fiskPassar till fågelPassar till grönsakerPassar till sällskapsdryck,ale,session ipa,6.090909090909092
1130,fjäderholmarnas pilsner,,sverige,330.0,21.8,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,pilsner,6.606060606060607
1131,stigbergets,trivas,sverige,440.0,43.9,7.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,india pale ale,9.977272727272727
1132,ocean,rio skotsk ale,sverige,330.0,24.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,skotsk ale,7.545454545454546
1133,the try out's,hazy double ipa,sverige,440.0,49.9,7.0,8.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,11.34090909090909
1134,hop notch,lagerns lakejer,sverige,330.0,29.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,9.06060606060606
1135,glou glou goo,stockholm brewing x fruktstereo,sverige,375.0,88.0,2.0,3.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till aperitif,övrig syrlig öl,,23.466666666666665
1136,samuel adams,winter lager,usa,355.0,19.9,6.0,6.0,3.0,Passar till sällskapsdryckPassar till fläskPassar till grönsakerPassar till lamm,,,5.605633802816901
1137,shepherd neame,christmas ale,storbritannien,500.0,29.9,6.0,7.0,4.0,Passar till fläskPassar till grönsakerPassar till nötPassar till sällskapsdryck,ale,strong ale,5.9799999999999995
1138,bryggverket dubbelpipa,,sverige,330.0,39.9,9.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,12.090909090909092
1139,könig ludwig dunkel,,tyskland,500.0,21.9,5.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dunkel,4.38
1140,helsingborgs funky monkey,american pale ale,sverige,330.0,25.9,7.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,7.848484848484848
1141,brygghus 19,trossöl,sverige,330.0,23.9,5.0,5.0,1.0,Passar till fågelPassar till fläskPassar till lammPassar till sällskapsdryck,ale,amerikansk pale ale,7.242424242424242
1142,thor ipa,,sverige,330.0,36.7,10.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.121212121212123
1143,rymdreservat galaxen,emmaboda bryggeri,sverige,330.0,29.9,7.0,7.0,3.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.06060606060606
1144,fierce beer,big night in part two,storbritannien,440.0,64.9,4.0,8.0,6.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,imperial porter och stout,,14.750000000000002
1145,halmstad brygghus,cassis kettle sour,sverige,330.0,32.0,2.0,4.0,1.0,Passar till sällskapsdryck,övrig syrlig öl,,9.696969696969697
1146,the try out's,zwickel/keller/landbier,sverige,330.0,29.9,6.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,zwickel,9.06060606060606
1147,an otter dipa galaxy citra,benchwarmers brewing co ab,sverige,440.0,47.9,9.0,9.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,10.886363636363635
1148,pretty plums,stockholm brewing,sverige,375.0,79.0,2.0,5.0,1.0,Passar till aperitifPassar till fiskPassar till skaldjur,övrig syrlig öl,,21.066666666666666
1149,sundets pärla,ofiltrerad lager,sverige,330.0,19.9,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ljus lager,zwickel,6.030303030303029
1150,slottskällans,uppsala lager,sverige,500.0,24.9,5.0,4.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,dortmunder och helles,4.9799999999999995
1151,fryken lager,västra ämterviks bryggeri ab,sverige,330.0,22.9,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,6.939393939393939
1152,uppsala brygghus ab,passion for me,sverige,330.0,29.9,2.0,4.0,1.0,Passar till sällskapsdryck,syrlig öl,berliner weisse,9.06060606060606
1153,eriksberg,vintersaga,sverige,330.0,14.9,6.0,6.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,mörk lager,dunkel,4.515151515151515
1154,krutbrännare,,sverige,330.0,29.9,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,9.06060606060606
1155,nya carnegiebryggeriet,hoppy daze,sverige,330.0,27.9,6.0,5.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,new england ipa/hazy ipa,8.454545454545453
1156,rådanäs black ipa,,sverige,330.0,29.9,8.0,7.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till vilt,ale,black ipa,9.06060606060606
1157,ambassadörsporter,2020,sverige,330.0,37.3,6.0,8.0,2.0,Passar till lammPassar till nötPassar till viltPassar till sällskapsdryck,torr porter och stout,,11.303030303030303
1158,folkes,new england ipa,sverige,330.0,33.0,8.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.0
1159,sibbarps husbryggeri,festbier,sverige,330.0,25.8,5.0,5.0,1.0,,mellanmörk lager,märzen och wienerstil,7.818181818181818
1160,åre,jämtländsk ljus lager,sverige,330.0,21.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till skaldjurPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,6.636363636363636
1161,limhamns oktoberöl,,sverige,330.0,27.9,5.0,7.0,2.0,Passar till sällskapsdryckPassar till lammPassar till fågelPassar till fläsk,mellanmörk lager,märzen och wienerstil,8.454545454545453
1162,södra pale ale,ekologisk,sverige,330.0,22.5,6.0,6.0,2.0,Passar till fläskPassar till lammPassar till nöt,ale,amerikansk pale ale,6.8181818181818175
1163,tällbergs ipa,,sverige,330.0,37.9,8.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,11.484848484848484
1164,remmarlöv,the fenton session ipa,sverige,330.0,22.9,8.0,6.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryckPassar till grönsaker,ale,session ipa,6.939393939393939
1165,halmstad brygghus,tjuvahålan lager,sverige,330.0,21.9,6.0,7.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,6.636363636363636
1166,klackabacken hallon berliner,,sverige,330.0,29.9,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,syrlig öl,berliner weisse,9.06060606060606
1167,vega shoreline apa,,sverige,330.0,26.9,8.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,amerikansk pale ale,8.15151515151515
1168,pentavägen #5,roslags näsby bryggeri,sverige,330.0,35.3,6.0,7.0,3.0,Passar till fläskPassar till lammPassar till nötPassar till sällskapsdryck,ljus lager,ljus bocköl,10.696969696969697
1169,fryken koppar ale,,sverige,330.0,24.9,5.0,5.0,1.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,irländsk ale,7.545454545454546
1170,barleygal,spike brewery,sverige,440.0,66.6,8.0,8.0,3.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till ost,ale,barley wine,15.136363636363633
1171,summer fusion,,sverige,330.0,26.9,7.0,7.0,2.0,Passar till fläskPassar till lammPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,8.15151515151515
1172,göteborgs,mörk lager,sverige,330.0,19.9,5.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,mörk lager,dunkel,6.030303030303029
1173,näipa,,sverige,330.0,33.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.272727272727272
1174,rubyporter,2019,sverige,330.0,119.0,6.0,8.0,5.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,36.06060606060606
1175,coppersmith's oktoberfest,,sverige,500.0,29.0,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,5.800000000000001
1176,lager than life,,sverige,330.0,24.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.545454545454546
1177,skördeöl,,sverige,330.0,29.9,3.0,5.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,9.06060606060606
1178,kvarnagårdens bryggeri,redig pilsner,sverige,330.0,25.9,6.0,6.0,1.0,Passar till fläskPassar till lammPassar till sällskapsdryck,,,7.848484848484848
1179,o/o 100 citra ipa,,sverige,440.0,44.9,8.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.204545454545453
1180,remmarlöv,front runner session ipa,sverige,440.0,32.8,8.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,7.454545454545454
1181,örebro brygghus,american pale ale,sverige,330.0,22.9,6.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,6.939393939393939
1182,slottskällan,uppsala lager summer edition,sverige,440.0,25.5,5.0,5.0,2.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,dortmunder och helles,5.795454545454545
1183,knockin boots,,sverige,440.0,44.0,6.0,5.0,2.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,veteöl,hopfenweizen,10.0
1184,sour pale ale,klackabackens bryggeri ab,sverige,330.0,25.9,4.0,5.0,2.0,Passar till sällskapsdryck,övrig syrlig öl,,7.848484848484848
1185,fjäderholmarnas,lydia,sverige,440.0,29.9,6.0,7.0,3.0,Passar till fläskPassar till grönsakerPassar till lammPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,6.795454545454545
1186,northern exposure,golden bay - ddh pale ale,sverige,440.0,29.9,4.0,5.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,6.795454545454545
1187,cloudy sunrise,brygghus 19 ab,sverige,440.0,42.9,7.0,6.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,9.75
1188,floda pilsner,bearded rabbit brewery,sverige,330.0,25.0,5.0,5.0,2.0,Passar till sällskapsdryckPassar till fiskPassar till fågelPassar till fläsk,ljus lager,pilsner,7.575757575757576
1189,helsingborgs,varator,sverige,330.0,29.1,6.0,8.0,4.0,Passar till lammPassar till grönsakerPassar till nötPassar till sällskapsdryck,mörk lager,dubbelbock,8.818181818181818
1190,peachy beachy,emmaboda bryggeri,sverige,330.0,28.9,2.0,4.0,1.0,Passar till aperitifPassar till sällskapsdryck,övrig syrlig öl,,8.757575757575758
1191,odd island brewing,hazie session,sverige,330.0,24.8,7.0,6.0,3.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ale,session ipa,7.515151515151515
1192,klackabacken/brekeriet,boris & schnauzers,sverige,330.0,28.9,4.0,5.0,1.0,Passar till fiskPassar till skaldjurPassar till sällskapsdryckPassar till grönsaker,ljus lager,pilsner,8.757575757575758
1193,barleygal,spike brewery,sverige,440.0,66.6,8.0,8.0,3.0,Passar till sällskapsdryckPassar till lammPassar till nötPassar till ost,ale,barley wine,15.136363636363633
1194,näipa,,sverige,330.0,33.9,8.0,7.0,2.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,10.272727272727272
1195,rubyporter,2019,sverige,330.0,119.0,6.0,8.0,5.0,Passar till dessertPassar till sällskapsdryck,imperial porter och stout,,36.06060606060606
1196,skördeöl,,sverige,330.0,29.9,3.0,5.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,9.06060606060606
1197,coppersmith's oktoberfest,,sverige,500.0,29.0,6.0,6.0,2.0,Passar till fågelPassar till fläskPassar till sällskapsdryck,mellanmörk lager,märzen och wienerstil,5.800000000000001
1198,lager than life,,sverige,330.0,24.9,5.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ljus lager,modern stil/india pale lager,7.545454545454546
1199,o/o 100 citra ipa,,sverige,440.0,44.9,8.0,7.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,new england ipa/hazy ipa,10.204545454545453
1200,remmarlöv,front runner session ipa,sverige,440.0,32.8,8.0,5.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,session ipa,7.454545454545454
1201,örebro brygghus,american pale ale,sverige,330.0,22.9,6.0,5.0,1.0,Passar till fiskPassar till fågelPassar till fläskPassar till sällskapsdryck,ale,amerikansk pale ale,6.939393939393939
1202,waxholm,ankar ale,sverige,330.0,23.6,5.0,5.0,1.0,Passar till fågelPassar till fläskPassar till grönsakerPassar till sällskapsdryck,ale,session ipa,7.151515151515151
1203,waxholm,ipa,sverige,330.0,28.9,8.0,6.0,1.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,india pale ale,8.757575757575758
1204,torsöl,loke ipa,sverige,440.0,38.8,8.0,6.0,1.0,Passar till lammPassar till nöt,ale,india pale ale,8.818181818181818
1205,gothenburg brew,thief series rum barrel,sverige,330.0,49.9,5.0,9.0,4.0,Passar till lammPassar till nötPassar till sällskapsdryckPassar till ost,ale,strong ale,15.121212121212121
1206,stigbergets,noémie,sverige,330.0,37.9,2.0,4.0,2.0,Passar till sällskapsdryck,syrlig öl,gose och lichtenhainer,11.484848484848484
1207,stigbergets,api lairepmi,sverige,330.0,36.9,7.0,8.0,3.0,Passar till lammPassar till nötPassar till sällskapsdryck,ale,imperial/dubbel ipa,11.181818181818182
